UID         PID   PPID  C STIME TTY          TIME CMD
alexguo   29238  28838  0 Jan03 ?        01:16:13 /opt/google/chrome/chrome --type=renderer --field-trial-handle=13895928951569004072,17073135231867264989,131072 --service-pipe-token=BD800C60D340F9CB55B33AF87EECD1D8 --lang=en-US --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --blink-settings=disallowFetchForDocWrittenScriptsInMainFrame=false,disallowFetchForDocWrittenScriptsInMainFrameOnSlowConnections=true --enable-pinch --num-raster-threads=4 --enable-main-frame-before-activation --content-image-texture-target=0,0,3553;0,1,3553;0,2,3553;0,3,3553;0,4,3553;0,5,3553;0,6,3553;0,7,3553;0,8,3553;0,9,3553;0,10,3553;0,11,3553;0,12,3553;0,13,3553;0,14,3553;0,15,3553;0,16,3553;0,17,3553;1,0,3553;1,1,3553;1,2,3553;1,3,3553;1,4,3553;1,5,3553;1,6,3553;1,7,3553;1,8,3553;1,9,3553;1,10,3553;1,11,3553;1,12,3553;1,13,3553;1,14,3553;1,15,3553;1,16,3553;1,17,3553;2,0,3553;2,1,3553;2,2,3553;2,3,3553;2,4,3553;2,5,3553;2,6,3553;2,7,3553;2,8,3553;2,9,3553;2,10,3553;2,11,3553;2,12,3553;2,13,3553;2,14,3553;2,15,3553;2,16,3553;2,17,3553;3,0,3553;3,1,3553;3,2,3553;3,3,3553;3,4,3553;3,5,3553;3,6,3553;3,7,3553;3,8,3553;3,9,3553;3,10,3553;3,11,3553;3,12,3553;3,13,3553;3,14,3553;3,15,3553;3,16,3553;3,17,3553;4,0,3553;4,1,3553;4,2,3553;4,3,3553;4,4,3553;4,5,3553;4,6,3553;4,7,3553;4,8,3553;4,9,3553;4,10,3553;4,11,3553;4,12,3553;4,13,3553;4,14,3553;4,15,3553;4,16,3553;4,17,3553;5,0,3553;5,1,3553;5,2,3553;5,3,3553;5,4,3553;5,5,3553;5,6,3553;5,7,3553;5,8,3553;5,9,3553;5,10,3553;5,11,3553;5,12,3553;5,13,3553;5,14,3553;5,15,3553;5,16,3553;5,17,3553;6,0,3553;6,1,3553;6,2,3553;6,3,3553;6,4,3553;6,5,3553;6,6,3553;6,7,3553;6,8,3553;6,9,3553;6,10,3553;6,11,3553;6,12,3553;6,13,3553;6,14,3553;6,15,3553;6,16,3553;6,17,3553 --disable-accelerated-video-decode --enable-gpu-async-worker-context --service-request-channel-token=BD800C60D340F9CB55B33AF87EECD1D8 --renderer-client-id=12 --shared-files=v8_natives_data:100,v8_snapshot_data:101
alexguo   29295  28838  0 Jan03 ?        00:53:48 /opt/google/chrome/chrome --type=renderer --field-trial-handle=13895928951569004072,17073135231867264989,131072 --service-pipe-token=2399692064154602D0A2EC8F01450746 --lang=en-US --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --blink-settings=disallowFetchForDocWrittenScriptsInMainFrame=false,disallowFetchForDocWrittenScriptsInMainFrameOnSlowConnections=true --enable-pinch --num-raster-threads=4 --enable-main-frame-before-activation --content-image-texture-target=0,0,3553;0,1,3553;0,2,3553;0,3,3553;0,4,3553;0,5,3553;0,6,3553;0,7,3553;0,8,3553;0,9,3553;0,10,3553;0,11,3553;0,12,3553;0,13,3553;0,14,3553;0,15,3553;0,16,3553;0,17,3553;1,0,3553;1,1,3553;1,2,3553;1,3,3553;1,4,3553;1,5,3553;1,6,3553;1,7,3553;1,8,3553;1,9,3553;1,10,3553;1,11,3553;1,12,3553;1,13,3553;1,14,3553;1,15,3553;1,16,3553;1,17,3553;2,0,3553;2,1,3553;2,2,3553;2,3,3553;2,4,3553;2,5,3553;2,6,3553;2,7,3553;2,8,3553;2,9,3553;2,10,3553;2,11,3553;2,12,3553;2,13,3553;2,14,3553;2,15,3553;2,16,3553;2,17,3553;3,0,3553;3,1,3553;3,2,3553;3,3,3553;3,4,3553;3,5,3553;3,6,3553;3,7,3553;3,8,3553;3,9,3553;3,10,3553;3,11,3553;3,12,3553;3,13,3553;3,14,3553;3,15,3553;3,16,3553;3,17,3553;4,0,3553;4,1,3553;4,2,3553;4,3,3553;4,4,3553;4,5,3553;4,6,3553;4,7,3553;4,8,3553;4,9,3553;4,10,3553;4,11,3553;4,12,3553;4,13,3553;4,14,3553;4,15,3553;4,16,3553;4,17,3553;5,0,3553;5,1,3553;5,2,3553;5,3,3553;5,4,3553;5,5,3553;5,6,3553;5,7,3553;5,8,3553;5,9,3553;5,10,3553;5,11,3553;5,12,3553;5,13,3553;5,14,3553;5,15,3553;5,16,3553;5,17,3553;6,0,3553;6,1,3553;6,2,3553;6,3,3553;6,4,3553;6,5,3553;6,6,3553;6,7,3553;6,8,3553;6,9,3553;6,10,3553;6,11,3553;6,12,3553;6,13,3553;6,14,3553;6,15,3553;6,16,3553;6,17,3553 --disable-accelerated-video-decode --enable-gpu-async-worker-context --service-request-channel-token=2399692064154602D0A2EC8F01450746 --renderer-client-id=14 --shared-files=v8_natives_data:100,v8_snapshot_data:101
alexguo   30356  28838  0 Jan03 ?        00:33:04 /opt/google/chrome/chrome --type=renderer --field-trial-handle=13895928951569004072,17073135231867264989,131072 --service-pipe-token=E1F7B50BFED28010D3FD255117053932 --lang=en-US --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --blink-settings=disallowFetchForDocWrittenScriptsInMainFrame=false,disallowFetchForDocWrittenScriptsInMainFrameOnSlowConnections=true --enable-pinch --num-raster-threads=4 --enable-main-frame-before-activation --content-image-texture-target=0,0,3553;0,1,3553;0,2,3553;0,3,3553;0,4,3553;0,5,3553;0,6,3553;0,7,3553;0,8,3553;0,9,3553;0,10,3553;0,11,3553;0,12,3553;0,13,3553;0,14,3553;0,15,3553;0,16,3553;0,17,3553;1,0,3553;1,1,3553;1,2,3553;1,3,3553;1,4,3553;1,5,3553;1,6,3553;1,7,3553;1,8,3553;1,9,3553;1,10,3553;1,11,3553;1,12,3553;1,13,3553;1,14,3553;1,15,3553;1,16,3553;1,17,3553;2,0,3553;2,1,3553;2,2,3553;2,3,3553;2,4,3553;2,5,3553;2,6,3553;2,7,3553;2,8,3553;2,9,3553;2,10,3553;2,11,3553;2,12,3553;2,13,3553;2,14,3553;2,15,3553;2,16,3553;2,17,3553;3,0,3553;3,1,3553;3,2,3553;3,3,3553;3,4,3553;3,5,3553;3,6,3553;3,7,3553;3,8,3553;3,9,3553;3,10,3553;3,11,3553;3,12,3553;3,13,3553;3,14,3553;3,15,3553;3,16,3553;3,17,3553;4,0,3553;4,1,3553;4,2,3553;4,3,3553;4,4,3553;4,5,3553;4,6,3553;4,7,3553;4,8,3553;4,9,3553;4,10,3553;4,11,3553;4,12,3553;4,13,3553;4,14,3553;4,15,3553;4,16,3553;4,17,3553;5,0,3553;5,1,3553;5,2,3553;5,3,3553;5,4,3553;5,5,3553;5,6,3553;5,7,3553;5,8,3553;5,9,3553;5,10,3553;5,11,3553;5,12,3553;5,13,3553;5,14,3553;5,15,3553;5,16,3553;5,17,3553;6,0,3553;6,1,3553;6,2,3553;6,3,3553;6,4,3553;6,5,3553;6,6,3553;6,7,3553;6,8,3553;6,9,3553;6,10,3553;6,11,3553;6,12,3553;6,13,3553;6,14,3553;6,15,3553;6,16,3553;6,17,3553 --disable-accelerated-video-decode --enable-gpu-async-worker-context --service-request-channel-token=E1F7B50BFED28010D3FD255117053932 --renderer-client-id=15 --shared-files=v8_natives_data:100,v8_snapshot_data:101
jaxwu     35288      1  0  2019 ?        00:15:04 /usr/bin/konsole --workdir /home/jaxwu
jaxwu     35290  35288  0  2019 pts/22   00:00:00 /bin/bash
jaxwu     35350  35288  0  2019 pts/23   00:00:00 /bin/bash
alexguo   35839  59344  0 Jan03 pts/37   00:00:00 /bin/bash
alexguo   35988  35839  0 Jan03 pts/37   00:00:00 /bin/ksh vobs/zenith/workspace/CMF-tools/set_environment.ksh
alexguo   36054  35988  0 Jan03 pts/37   00:00:00 /bin/bash
alexguo   36071  36054  0 Jan03 pts/37   00:00:00 /home/alexguo/.eclipse_ide/advantest_ide_RH7-412/eclipse//eclipse
alexguo   36118  36071  0 Jan03 pts/37   01:10:24 /usr/lib/jvm/java-1.8.0-openjdk/jre/bin/java -Xms256m -Xmx8G -Declipse.p2.max.threads=10 -Doomph.redirection.index.redirection=index:/->http://socadmin.verigy.net/nexus/content/repositories/oomph-catalogue/412/ -XX:ReservedCodeCacheSize=256m -Dosgi.bundlefile.limit=100 -Declipse.log.size.max=10000 -Doomph.update.url=http://socadmin.verigy.net/nexus/content/repositories/eclipse4sdk-update-site/412/composite/ -Declipse.p2.unsignedPolicy=allow -Dds.delayed.keepInstances=true -Dosgi.dataAreaRequiresExplicitInit=true -Dorg.eclipse.swt.internal.gtk.noThemingFixes -Dorg.eclipse.swt.internal.gtk.enableStrictChecks -Dorg.eclipse.wst.validation.ui.disable.validation.context.menu=true -jar /home/alexguo/.eclipse_ide/advantest_ide_RH7-412/eclipse//plugins/org.eclipse.equinox.launcher_1.5.400.v20190515-0925.jar -os linux -ws gtk -arch x86_64 -showsplash -launcher /home/alexguo/.eclipse_ide/advantest_ide_RH7-412/eclipse/eclipse -name Eclipse --launcher.library /home/alexguo/.p2/pool/plugins/org.eclipse.equinox.launcher.gtk.linux.x86_64_1.1.1000.v20190125-2016/eclipse_1801.so -startup /home/alexguo/.eclipse_ide/advantest_ide_RH7-412/eclipse//plugins/org.eclipse.equinox.launcher_1.5.400.v20190515-0925.jar -protect root --launcher.appendVmargs -exitdata 4cd8053 -vm /usr/lib/jvm/java-1.8.0-openjdk/jre/bin/java -vmargs -Xms256m -Xmx8G -Declipse.p2.max.threads=10 -Doomph.redirection.index.redirection=index:/->http://socadmin.verigy.net/nexus/content/repositories/oomph-catalogue/412/ -XX:ReservedCodeCacheSize=256m -Dosgi.bundlefile.limit=100 -Declipse.log.size.max=10000 -Doomph.update.url=http://socadmin.verigy.net/nexus/content/repositories/eclipse4sdk-update-site/412/composite/ -Declipse.p2.unsignedPolicy=allow -Dds.delayed.keepInstances=true -Dosgi.dataAreaRequiresExplicitInit=true -Dorg.eclipse.swt.internal.gtk.noThemingFixes -Dorg.eclipse.swt.internal.gtk.enableStrictChecks -Dorg.eclipse.wst.validation.ui.disable.validation.context.menu=true -jar /home/alexguo/.eclipse_ide/advantest_ide_RH7-412/eclipse//plugins/org.eclipse.equinox.launcher_1.5.400.v20190515-0925.jar
alexguo   39436  28838  0 Jan03 ?        00:21:19 /opt/google/chrome/chrome --type=renderer --field-trial-handle=13895928951569004072,17073135231867264989,131072 --service-pipe-token=6BE15B1A132CE433A97596C2EA0360BB --lang=en-US --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --blink-settings=disallowFetchForDocWrittenScriptsInMainFrame=false,disallowFetchForDocWrittenScriptsInMainFrameOnSlowConnections=true --enable-pinch --num-raster-threads=4 --enable-main-frame-before-activation --content-image-texture-target=0,0,3553;0,1,3553;0,2,3553;0,3,3553;0,4,3553;0,5,3553;0,6,3553;0,7,3553;0,8,3553;0,9,3553;0,10,3553;0,11,3553;0,12,3553;0,13,3553;0,14,3553;0,15,3553;0,16,3553;0,17,3553;1,0,3553;1,1,3553;1,2,3553;1,3,3553;1,4,3553;1,5,3553;1,6,3553;1,7,3553;1,8,3553;1,9,3553;1,10,3553;1,11,3553;1,12,3553;1,13,3553;1,14,3553;1,15,3553;1,16,3553;1,17,3553;2,0,3553;2,1,3553;2,2,3553;2,3,3553;2,4,3553;2,5,3553;2,6,3553;2,7,3553;2,8,3553;2,9,3553;2,10,3553;2,11,3553;2,12,3553;2,13,3553;2,14,3553;2,15,3553;2,16,3553;2,17,3553;3,0,3553;3,1,3553;3,2,3553;3,3,3553;3,4,3553;3,5,3553;3,6,3553;3,7,3553;3,8,3553;3,9,3553;3,10,3553;3,11,3553;3,12,3553;3,13,3553;3,14,3553;3,15,3553;3,16,3553;3,17,3553;4,0,3553;4,1,3553;4,2,3553;4,3,3553;4,4,3553;4,5,3553;4,6,3553;4,7,3553;4,8,3553;4,9,3553;4,10,3553;4,11,3553;4,12,3553;4,13,3553;4,14,3553;4,15,3553;4,16,3553;4,17,3553;5,0,3553;5,1,3553;5,2,3553;5,3,3553;5,4,3553;5,5,3553;5,6,3553;5,7,3553;5,8,3553;5,9,3553;5,10,3553;5,11,3553;5,12,3553;5,13,3553;5,14,3553;5,15,3553;5,16,3553;5,17,3553;6,0,3553;6,1,3553;6,2,3553;6,3,3553;6,4,3553;6,5,3553;6,6,3553;6,7,3553;6,8,3553;6,9,3553;6,10,3553;6,11,3553;6,12,3553;6,13,3553;6,14,3553;6,15,3553;6,16,3553;6,17,3553 --disable-accelerated-video-decode --enable-gpu-async-worker-context --service-request-channel-token=6BE15B1A132CE433A97596C2EA0360BB --renderer-client-id=19 --shared-files=v8_natives_data:100,v8_snapshot_data:101
alexguo   39544      1  0  2019 pts/0    00:00:00 /usr/libexec/webkit2gtk-4.0/WebKitNetworkProcess 141
alexguo   43344      1  0  2019 ?        00:02:36 /usr/libexec/gvfs-udisks2-volume-monitor
alexguo   43349      1  0  2019 ?        00:00:14 /usr/libexec/gvfsd-trash --spawner :1.4 /org/gtk/gvfs/exec_spaw/0
alexguo   43387      1  0  2019 ?        00:00:00 /usr/libexec/gvfsd-network --spawner :1.4 /org/gtk/gvfs/exec_spaw/2
alexguo   43402      1  0  2019 ?        00:00:04 /usr/libexec/gvfsd-dnssd --spawner :1.4 /org/gtk/gvfs/exec_spaw/3
alexguo   46968  59344  0 Jan14 pts/3    00:00:00 /bin/bash
alexguo   49369  59344  0 Jan06 pts/34   00:00:00 /bin/bash
alexguo   49809  28838  0 Jan14 ?        00:04:12 /opt/google/chrome/chrome --type=renderer --field-trial-handle=13895928951569004072,17073135231867264989,131072 --service-pipe-token=9BCAC74F10049D53391A165995B98F19 --lang=en-US --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --blink-settings=disallowFetchForDocWrittenScriptsInMainFrame=false,disallowFetchForDocWrittenScriptsInMainFrameOnSlowConnections=true --enable-pinch --num-raster-threads=4 --enable-main-frame-before-activation --content-image-texture-target=0,0,3553;0,1,3553;0,2,3553;0,3,3553;0,4,3553;0,5,3553;0,6,3553;0,7,3553;0,8,3553;0,9,3553;0,10,3553;0,11,3553;0,12,3553;0,13,3553;0,14,3553;0,15,3553;0,16,3553;0,17,3553;1,0,3553;1,1,3553;1,2,3553;1,3,3553;1,4,3553;1,5,3553;1,6,3553;1,7,3553;1,8,3553;1,9,3553;1,10,3553;1,11,3553;1,12,3553;1,13,3553;1,14,3553;1,15,3553;1,16,3553;1,17,3553;2,0,3553;2,1,3553;2,2,3553;2,3,3553;2,4,3553;2,5,3553;2,6,3553;2,7,3553;2,8,3553;2,9,3553;2,10,3553;2,11,3553;2,12,3553;2,13,3553;2,14,3553;2,15,3553;2,16,3553;2,17,3553;3,0,3553;3,1,3553;3,2,3553;3,3,3553;3,4,3553;3,5,3553;3,6,3553;3,7,3553;3,8,3553;3,9,3553;3,10,3553;3,11,3553;3,12,3553;3,13,3553;3,14,3553;3,15,3553;3,16,3553;3,17,3553;4,0,3553;4,1,3553;4,2,3553;4,3,3553;4,4,3553;4,5,3553;4,6,3553;4,7,3553;4,8,3553;4,9,3553;4,10,3553;4,11,3553;4,12,3553;4,13,3553;4,14,3553;4,15,3553;4,16,3553;4,17,3553;5,0,3553;5,1,3553;5,2,3553;5,3,3553;5,4,3553;5,5,3553;5,6,3553;5,7,3553;5,8,3553;5,9,3553;5,10,3553;5,11,3553;5,12,3553;5,13,3553;5,14,3553;5,15,3553;5,16,3553;5,17,3553;6,0,3553;6,1,3553;6,2,3553;6,3,3553;6,4,3553;6,5,3553;6,6,3553;6,7,3553;6,8,3553;6,9,3553;6,10,3553;6,11,3553;6,12,3553;6,13,3553;6,14,3553;6,15,3553;6,16,3553;6,17,3553 --disable-accelerated-video-decode --enable-gpu-async-worker-context --service-request-channel-token=9BCAC74F10049D53391A165995B98F19 --renderer-client-id=92 --shared-files=v8_natives_data:100,v8_snapshot_data:101
alexguo   53706  59344  0  2019 pts/9    00:00:00 /bin/bash
alexguo   53927      1  0 Jan14 ?        00:00:51 /usr/bin/konsole --workdir /home/alexguo
alexguo   54550  59344  0  2019 pts/11   00:00:00 /bin/bash
alexguo   54567      1  0  2019 ?        00:02:25 /usr/libexec/gvfs-udisks2-volume-monitor
alexguo   54572      1  0  2019 ?        00:00:13 /usr/libexec/gvfsd-trash --spawner :1.4 /org/gtk/gvfs/exec_spaw/0
alexguo   54606      1  0  2019 ?        00:00:00 /usr/libexec/gvfsd-network --spawner :1.4 /org/gtk/gvfs/exec_spaw/1
alexguo   54620      1  0  2019 ?        00:00:04 /usr/libexec/gvfsd-dnssd --spawner :1.4 /org/gtk/gvfs/exec_spaw/3
alexguo   59344      1  0  2019 ?        07:49:28 /usr/bin/konsole --workdir /home/alexguo
alexguo   59346  59344  0  2019 pts/0    00:00:00 /bin/bash
alexguo   59608  59346  0  2019 pts/0    00:00:00 /bin/sh bin/set_environment
alexguo   59637  59608  0  2019 pts/0    00:00:01 /bin/bash
alexguo   59678  59637  0  2019 pts/0    00:00:00 /home/alexguo/.eclipse_ide/advantest_ide_RH7-412/eclipse//eclipse
alexguo   59725  59678  0  2019 pts/0    07:19:15 /usr/lib/jvm/java-1.8.0-openjdk/jre/bin/java -Xms256m -Xmx8G -Declipse.p2.max.threads=10 -Doomph.redirection.index.redirection=index:/->http://socadmin.verigy.net/nexus/content/repositories/oomph-catalogue/412/ -XX:ReservedCodeCacheSize=256m -Dosgi.bundlefile.limit=100 -Declipse.log.size.max=10000 -Doomph.update.url=http://socadmin.verigy.net/nexus/content/repositories/eclipse4sdk-update-site/412/composite/ -Declipse.p2.unsignedPolicy=allow -Dds.delayed.keepInstances=true -Dosgi.dataAreaRequiresExplicitInit=true -Dorg.eclipse.swt.internal.gtk.noThemingFixes -Dorg.eclipse.swt.internal.gtk.enableStrictChecks -Dorg.eclipse.wst.validation.ui.disable.validation.context.menu=true -jar /home/alexguo/.eclipse_ide/advantest_ide_RH7-412/eclipse//plugins/org.eclipse.equinox.launcher_1.5.400.v20190515-0925.jar -os linux -ws gtk -arch x86_64 -showsplash -launcher /home/alexguo/.eclipse_ide/advantest_ide_RH7-412/eclipse/eclipse -name Eclipse --launcher.library /home/alexguo/.p2/pool/plugins/org.eclipse.equinox.launcher.gtk.linux.x86_64_1.1.1000.v20190125-2016/eclipse_1801.so -startup /home/alexguo/.eclipse_ide/advantest_ide_RH7-412/eclipse//plugins/org.eclipse.equinox.launcher_1.5.400.v20190515-0925.jar -protect root --launcher.appendVmargs -exitdata 18001c -vm /usr/lib/jvm/java-1.8.0-openjdk/jre/bin/java -vmargs -Xms256m -Xmx8G -Declipse.p2.max.threads=10 -Doomph.redirection.index.redirection=index:/->http://socadmin.verigy.net/nexus/content/repositories/oomph-catalogue/412/ -XX:ReservedCodeCacheSize=256m -Dosgi.bundlefile.limit=100 -Declipse.log.size.max=10000 -Doomph.update.url=http://socadmin.verigy.net/nexus/content/repositories/eclipse4sdk-update-site/412/composite/ -Declipse.p2.unsignedPolicy=allow -Dds.delayed.keepInstances=true -Dosgi.dataAreaRequiresExplicitInit=true -Dorg.eclipse.swt.internal.gtk.noThemingFixes -Dorg.eclipse.swt.internal.gtk.enableStrictChecks -Dorg.eclipse.wst.validation.ui.disable.validation.context.menu=true -jar /home/alexguo/.eclipse_ide/advantest_ide_RH7-412/eclipse//plugins/org.eclipse.equinox.launcher_1.5.400.v20190515-0925.jar
alexguo   60146  59344  0  2019 pts/1    00:00:00 /bin/bash
alexguo   62866  59344  0  2019 pts/2    00:00:00 /bin/bash
alexguo   62974  62866  0  2019 pts/2    00:00:00 /bin/bash /opt/hp93000/testcell/bin/run
alexguo   63025  62974  0  2019 pts/2    00:00:00 /bin/bash
alexguo   65702      1  0 Jan14 pts/13   00:00:00 /opt/hp93000/vcf/sbin/xoc_session_manager -unorc file:///opt/hp93000/vcf/cache/zenith.rc -init xoc.svc.session.ZSSessionManager -server -port 9999
alexguo   71345 167707  0 09:29 pts/17   00:00:00 awk help
apache    76657 192976  0 Jan14 ?        00:00:00 /usr/sbin/httpd -DFOREGROUND
apache    76658 192976  0 Jan14 ?        00:00:00 /usr/sbin/httpd -DFOREGROUND
apache    76659 192976  0 Jan14 ?        00:00:00 /usr/sbin/httpd -DFOREGROUND
alexguo   80235      1  0 10:15 ?        00:00:00 /usr/libexec/webkit2gtk-4.0/WebKitNetworkProcess 137
alexguo   80262      1  0 10:15 ?        00:00:00 /usr/libexec/webkit2gtk-4.0/WebKitWebProcess 155
root      80453      2  0 10:16 ?        00:00:00 [kworker/1:0]
root      83545      2  0 Jan06 ?        00:00:05 [kworker/5:0H]
root      88626      2  0 10:59 ?        00:00:01 [kworker/4:1]
alexguo   90262 168246  0 11:01 pts/32   00:00:00 /bin/sh bin/set_environment
alexguo   90291  90262  0 11:01 pts/32   00:00:00 /bin/bash
alexguo   91187  59344  0 Jan14 pts/15   00:00:00 /bin/bash
alexguo   91383  59344  0 Jan14 pts/6    00:00:00 /bin/bash
apache    92916 192976  0 Jan13 ?        00:00:00 /usr/sbin/httpd -DFOREGROUND
apache    92917 192976  0 Jan13 ?        00:00:00 /usr/sbin/httpd -DFOREGROUND
apache    92918 192976  0 Jan13 ?        00:00:00 /usr/sbin/httpd -DFOREGROUND
apache    92919 192976  0 Jan13 ?        00:00:00 /usr/sbin/httpd -DFOREGROUND
apache    92920 192976  0 Jan13 ?        00:00:00 /usr/sbin/httpd -DFOREGROUND
root      95283      2  0 Jan14 ?        00:00:00 [nfsv4.1-svc]
alexguo  105125      1  0 Jan07 ?        00:00:00 /opt/A93kV6/system64_8.3.2.0__mi8Imaster_20191031_1101_58418ba9a8f5_C_DEBUG/sbin/oomlure
alexguo  116557  59344  0 Jan13 pts/13   00:00:00 /bin/bash
alexguo  116683 116557  0 Jan13 pts/13   00:00:00 /bin/ksh ./vobs/zenith/workspace/CMF-tools/set_environment.ksh
alexguo  116762 116683  0 Jan13 pts/13   00:00:00 /bin/bash
root     118779      2  0 Jan14 ?        00:00:01 [kworker/6:2]
alexguo  126196      1  0  2019 ?        00:04:40 kate
alexguo  133916  59344  0 Jan06 pts/40   00:00:00 /bin/bash
jaxwu    134355  35350  0  2019 pts/23   00:00:02 nedit command1.asc
alexguo  138059      1  0  2019 ?        00:06:59 /usr/bin/Xvnc :1 -auth /tmp/kde-alexguo/xauth-1704-_0 -desktop atslxws16:1 (alexguo) -fp catalogue:/etc/X11/fontpath.d -geometry 1024x768 -pn -rfbauth /home/alexguo/.vnc/passwd -rfbport 5901 -rfbwait 30000
alexguo  138068      1  0  2019 ?        00:00:00 /bin/sh /usr/bin/startkde
alexguo  138097      1  0  2019 ?        00:00:00 dbus-launch --sh-syntax --exit-with-session
alexguo  138098      1  0  2019 ?        00:00:01 /bin/dbus-daemon --fork --print-pid 4 --print-address 6 --session
alexguo  138167      1  0  2019 ?        00:00:00 /usr/libexec/imsettings-daemon
alexguo  138171      1  0  2019 ?        00:00:00 /usr/libexec/gvfsd
alexguo  138265      1  0  2019 ?        00:00:00 /usr/libexec/kde4/start_kdeinit +kcminit_startup
alexguo  138266      1  0  2019 ?        00:00:00 kdeinit4: kdeinit4 Running...
alexguo  138267 138266  0  2019 ?        00:00:00 kdeinit4: klauncher [kdeinit] --fd=9
alexguo  138269      1  0  2019 ?        00:02:44 kdeinit4: kded4 [kdeinit]
alexguo  138284      1  0  2019 ?        00:00:00 kdeinit4: kglobalaccel [kdeinit]
alexguo  138286      1  0  2019 ?        00:00:00 kdeinit4: kwalletd [kdeinit]
alexguo  138296      1  0  2019 ?        00:00:18 /usr/bin/kactivitymanagerd
alexguo  138297 138068  0  2019 ?        00:00:00 kwrapper4 ksmserver
alexguo  138300 138266  0  2019 ?        00:00:00 kdeinit4: ksmserver [kdeinit]
alexguo  138309 138300  0  2019 ?        00:00:17 kwin -session 1010febe69d000143937394500000063850000_1569836188_109189
alexguo  138331      1  0  2019 ?        00:21:40 kdeinit4: plasma-desktop [kdeinit]
alexguo  138339 138331  0  2019 ?        00:00:00 ksysguardd
alexguo  138342      1  0  2019 ?        00:00:00 /usr/bin/kuiserver
alexguo  138347      1  0  2019 ?        00:00:30 /usr/bin/akonadi_control
alexguo  138351 138347  0  2019 ?        00:02:19 akonadiserver
alexguo  138358 138347  0  2019 ?        00:00:00 /usr/bin/akonadi_agent_launcher akonadi_akonotes_resource akonadi_akonotes_resource_0
alexguo  138359 138347  0  2019 ?        00:00:00 /usr/bin/akonadi_agent_launcher akonadi_akonotes_resource akonadi_akonotes_resource_1
alexguo  138360 138347  0  2019 ?        00:00:00 /usr/bin/akonadi_agent_launcher akonadi_contacts_resource akonadi_contacts_resource_0
alexguo  138361 138347  0  2019 ?        00:00:00 /usr/bin/akonadi_agent_launcher akonadi_contacts_resource akonadi_contacts_resource_1
alexguo  138362 138347  0  2019 ?        00:00:00 /usr/bin/akonadi_agent_launcher akonadi_ical_resource akonadi_ical_resource_0
alexguo  138363 138347  0  2019 ?        00:00:00 /usr/bin/akonadi_agent_launcher akonadi_ical_resource akonadi_ical_resource_1
alexguo  138364 138347  0  2019 ?        00:00:00 /usr/bin/akonadi_agent_launcher akonadi_maildir_resource akonadi_maildir_resource_0
alexguo  138365 138347  0  2019 ?        00:00:00 /usr/bin/akonadi_maildispatcher_agent --identifier akonadi_maildispatcher_agent
alexguo  138366 138347  0  2019 ?        00:00:05 /usr/bin/akonadi_nepomuk_feeder --identifier akonadi_nepomuk_feeder
alexguo  138414      1  0  2019 ?        00:00:45 kdeinit4: krunner [kdeinit]
alexguo  138431      1  0  2019 ?        00:00:08 kdeinit4: kmix [kdeinit] -session 1010febe69d
alexguo  138435 138266  0  2019 ?        00:00:00 /usr/bin/abrt-applet
alexguo  138436 138266  0  2019 ?        00:00:00 /usr/bin/rhsm-icon
alexguo  138452 138266  0  2019 ?        00:00:00 /usr/bin/xsettings-kde
alexguo  138465      1  0  2019 ?        00:00:00 /usr/libexec/kde4/polkit-kde-authentication-agent-1
alexguo  138473      1  0  2019 ?        00:00:00 /usr/libexec/at-spi-bus-launcher
alexguo  138490 138473  0  2019 ?        00:00:00 /bin/dbus-daemon --config-file=/usr/share/defaults/at-spi2/accessibility.conf --nofork --print-address 3
alexguo  138504      1  0  2019 ?        00:00:08 /usr/bin/knotify4
alexguo  138528      1  0  2019 ?        00:00:01 /usr/libexec/at-spi2-registryd --use-gnome-session
alexguo  138531      1  0  2019 ?        00:00:06 /usr/libexec/gconfd-2
alexguo  138564      1  0  2019 ?        00:00:00 /usr/libexec/dconf-service
root     141730      1  0 Jan04 ?        00:00:00 /usr/sbin/rpc.idmapd
root     141731      1  0 Jan04 ?        00:00:00 /usr/sbin/rpc.mountd
root     141743      2  0 Jan04 ?        00:00:00 [nfsd4_callbacks]
root     141744      2  0 Jan04 ?        00:00:00 [lockd]
root     141747      2  0 Jan04 ?        00:00:00 [nfsd]
root     141748      2  0 Jan04 ?        00:00:00 [nfsd]
root     141749      2  0 Jan04 ?        00:00:00 [nfsd]
root     141750      2  0 Jan04 ?        00:00:00 [nfsd]
root     141751      2  0 Jan04 ?        00:00:00 [nfsd]
root     141752      2  0 Jan04 ?        00:00:00 [nfsd]
root     141753      2  0 Jan04 ?        00:00:00 [nfsd]
root     141754      2  0 Jan04 ?        00:00:01 [nfsd]
ntp      141808      1  0 Jan04 ?        00:00:00 /usr/sbin/ntpd -u ntp:ntp -g
root     141836      1  0 Jan04 ?        00:00:04 /usr/sbin/ypbind -n
postfix  141896   2953  0 Jan04 ?        00:00:00 qmgr -l -t unix -u
alexguo  147153  60146  0  2019 pts/1    00:00:00 /bin/sh bin/set_environment
alexguo  147182 147153  0  2019 pts/1    00:00:00 /bin/bash
